customer_id,store_id,first_name,last_name,email,active,create_date,district,city,country
200,2,JEANNE,LAWSON,JEANNE.LAWSON@sakilacustomer.org,1,2006-02-14 22:04:36,Ahal,Ashgabat,Turkmenistan
201,1,VICKI,FIELDS,VICKI.FIELDS@sakilacustomer.org,1,2006-02-14 22:04:36,Nordrhein-Westfalen,Witten,Germany
202,2,CARLA,GUTIERREZ,CARLA.GUTIERREZ@sakilacustomer.org,1,2006-02-14 22:04:36,Maharashtra,Bhusawal,India
203,1,TARA,RYAN,TARA.RYAN@sakilacustomer.org,1,2006-02-14 22:04:36,Sulawesi Utara,Gorontalo,Indonesia
204,1,ROSEMARY,SCHMIDT,ROSEMARY.SCHMIDT@sakilacustomer.org,1,2006-02-14 22:04:36,Usak,Usak,Turkey
205,2,EILEEN,CARR,EILEEN.CARR@sakilacustomer.org,1,2006-02-14 22:04:36,Alto Paran,Ciudad del Este,Paraguay
206,1,TERRI,VASQUEZ,TERRI.VASQUEZ@sakilacustomer.org,1,2006-02-14 22:04:36,Santa Catarina,Blumenau,Brazil
207,1,GERTRUDE,CASTILLO,GERTRUDE.CASTILLO@sakilacustomer.org,1,2006-02-14 22:04:36,Kitaa,Nuuk,Greenland
208,1,LUCY,WHEELER,LUCY.WHEELER@sakilacustomer.org,1,2006-02-14 22:04:36,West Bengali,Balurghat,India
209,2,TONYA,CHAPMAN,TONYA.CHAPMAN@sakilacustomer.org,1,2006-02-14 22:04:36,Rajasthan,Bhilwara,India
210,2,ELLA,OLIVER,ELLA.OLIVER@sakilacustomer.org,1,2006-02-14 22:04:36,Aden,Aden,Yemen
211,1,STACEY,MONTGOMERY,STACEY.MONTGOMERY@sakilacustomer.org,1,2006-02-14 22:04:36,Jilin,Fuyu,China
212,2,WILMA,RICHARDS,WILMA.RICHARDS@sakilacustomer.org,1,2006-02-14 22:04:36,Washington,Bellevue,United States
213,1,GINA,WILLIAMSON,GINA.WILLIAMSON@sakilacustomer.org,1,2006-02-14 22:04:36,Taizz,Taizz,Yemen
214,1,KRISTIN,JOHNSTON,KRISTIN.JOHNSTON@sakilacustomer.org,1,2006-02-14 22:04:36,California,Sunnyvale,United States
215,2,JESSIE,BANKS,JESSIE.BANKS@sakilacustomer.org,1,2006-02-14 22:04:36,Haskovo,Stara Zagora,Bulgaria
216,1,NATALIE,MEYER,NATALIE.MEYER@sakilacustomer.org,1,2006-02-14 22:04:36,Gois,Aparecida de Goinia,Brazil
217,2,AGNES,BISHOP,AGNES.BISHOP@sakilacustomer.org,1,2006-02-14 22:04:36,Uttar Pradesh,Sambhal,India
218,1,VERA,MCCOY,VERA.MCCOY@sakilacustomer.org,1,2006-02-14 22:04:36,Kabol,Kabul,Afghanistan
219,2,WILLIE,HOWELL,WILLIE.HOWELL@sakilacustomer.org,1,2006-02-14 22:04:36,Buenos Aires,Vicente Lpez,Argentina
220,2,CHARLENE,ALVAREZ,CHARLENE.ALVAREZ@sakilacustomer.org,1,2006-02-14 22:04:36,Zanzibar West,Zanzibar,Tanzania
221,1,BESSIE,MORRISON,BESSIE.MORRISON@sakilacustomer.org,1,2006-02-14 22:04:36,Sisilia,Syrakusa,Italy
222,2,DELORES,HANSEN,DELORES.HANSEN@sakilacustomer.org,1,2006-02-14 22:04:36,Jaroslavl,Jaroslavl,Russian Federation
223,1,MELINDA,FERNANDEZ,MELINDA.FERNANDEZ@sakilacustomer.org,1,2006-02-14 22:04:36,Punjab,Mandi Bahauddin,Pakistan
224,2,PEARL,GARZA,PEARL.GARZA@sakilacustomer.org,1,2006-02-14 22:04:36,Rajasthan,Jodhpur,India
225,1,ARLENE,HARVEY,ARLENE.HARVEY@sakilacustomer.org,1,2006-02-14 22:04:36,Tamil Nadu,Ambattur,India
226,2,MAUREEN,LITTLE,MAUREEN.LITTLE@sakilacustomer.org,1,2006-02-14 22:04:36,Asuncin,Asuncin,Paraguay
227,1,COLLEEN,BURTON,COLLEEN.BURTON@sakilacustomer.org,1,2006-02-14 22:04:36,Saarland,Saarbrcken,Germany
228,2,ALLISON,STANLEY,ALLISON.STANLEY@sakilacustomer.org,1,2006-02-14 22:04:36,Phnom Penh,Phnom Penh,Cambodia
229,1,TAMARA,NGUYEN,TAMARA.NGUYEN@sakilacustomer.org,1,2006-02-14 22:04:36,Gois,Anpolis,Brazil
230,2,JOY,GEORGE,JOY.GEORGE@sakilacustomer.org,1,2006-02-14 22:04:36,Botosani,Botosani,Romania
231,1,GEORGIA,JACOBS,GEORGIA.JACOBS@sakilacustomer.org,1,2006-02-14 22:04:36,West Bengali,Uttarpara-Kotrung,India
232,2,CONSTANCE,REID,CONSTANCE.REID@sakilacustomer.org,1,2006-02-14 22:04:36,Kaduna,Zaria,Nigeria
233,2,LILLIE,KIM,LILLIE.KIM@sakilacustomer.org,1,2006-02-14 22:04:36,Qina,Idfu,Egypt
234,1,CLAUDIA,FULLER,CLAUDIA.FULLER@sakilacustomer.org,1,2006-02-14 22:04:36,Hawalli,Jalib al-Shuyukh,Kuwait
235,1,JACKIE,LYNCH,JACKIE.LYNCH@sakilacustomer.org,1,2006-02-14 22:04:36,Valle,Buenaventura,Colombia
236,1,MARCIA,DEAN,MARCIA.DEAN@sakilacustomer.org,1,2006-02-14 22:04:36,Southern Tagalog,Tanza,Philippines
237,1,TANYA,GILBERT,TANYA.GILBERT@sakilacustomer.org,1,2006-02-14 22:04:36,Chollanam,Naju,South Korea
238,1,NELLIE,GARRETT,NELLIE.GARRETT@sakilacustomer.org,1,2006-02-14 22:04:36,Karnataka,Shimoga,India
239,2,MINNIE,ROMERO,MINNIE.ROMERO@sakilacustomer.org,1,2006-02-14 22:04:36,West Java,Ciomas,Indonesia
240,1,MARLENE,WELCH,MARLENE.WELCH@sakilacustomer.org,1,2006-02-14 22:04:36,Fukushima,Iwaki,Japan
241,2,HEIDI,LARSON,HEIDI.LARSON@sakilacustomer.org,0,2006-02-14 22:04:36,Hubei,Xiangfan,China
242,1,GLENDA,FRAZIER,GLENDA.FRAZIER@sakilacustomer.org,1,2006-02-14 22:04:36,Hebei,Qinhuangdao,China
243,1,LYDIA,BURKE,LYDIA.BURKE@sakilacustomer.org,1,2006-02-14 22:04:36,Tucumn,San Miguel de Tucumn,Argentina
244,2,VIOLA,HANSON,VIOLA.HANSON@sakilacustomer.org,1,2006-02-14 22:04:36,Central Visayas,Lapu-Lapu,Philippines
245,1,COURTNEY,DAY,COURTNEY.DAY@sakilacustomer.org,1,2006-02-14 22:04:36,Kyonggi,Uijongbu,South Korea
246,1,MARIAN,MENDOZA,MARIAN.MENDOZA@sakilacustomer.org,1,2006-02-14 22:04:36,Paran,Maring,Brazil
247,1,STELLA,MORENO,STELLA.MORENO@sakilacustomer.org,1,2006-02-14 22:04:36,Mxico,Coacalco de Berriozbal,Mexico
248,1,CAROLINE,BOWMAN,CAROLINE.BOWMAN@sakilacustomer.org,1,2006-02-14 22:04:36,Florida,Tallahassee,United States
249,2,DORA,MEDINA,DORA.MEDINA@sakilacustomer.org,1,2006-02-14 22:04:36,Tianjin,Tianjin,China
250,2,JO,FOWLER,JO.FOWLER@sakilacustomer.org,1,2006-02-14 22:04:36,Oyo & Osun,Oyo,Nigeria
251,2,VICKIE,BREWER,VICKIE.BREWER@sakilacustomer.org,1,2006-02-14 22:04:36,Anhalt Sachsen,Halle/Saale,Germany
252,2,MATTIE,HOFFMAN,MATTIE.HOFFMAN@sakilacustomer.org,1,2006-02-14 22:04:36,England,London,United Kingdom
253,1,TERRY,CARLSON,TERRY.CARLSON@sakilacustomer.org,1,2006-02-14 22:04:36,Miyazaki,Miyakonojo,Japan
254,2,MAXINE,SILVA,MAXINE.SILVA@sakilacustomer.org,1,2006-02-14 22:04:36,Minas Gerais,Poos de Caldas,Brazil
255,2,IRMA,PEARSON,IRMA.PEARSON@sakilacustomer.org,1,2006-02-14 22:04:36,Central Luzon,Hagonoy,Philippines
256,2,MABEL,HOLLAND,MABEL.HOLLAND@sakilacustomer.org,1,2006-02-14 22:04:36,Sagaing,Monywa,Myanmar
257,2,MARSHA,DOUGLAS,MARSHA.DOUGLAS@sakilacustomer.org,1,2006-02-14 22:04:36,Sofala,Beira,Mozambique
258,1,MYRTLE,FLEMING,MYRTLE.FLEMING@sakilacustomer.org,1,2006-02-14 22:04:36,Santiago,Santiago de los Caballeros,Dominican Republic
259,2,LENA,JENSEN,LENA.JENSEN@sakilacustomer.org,1,2006-02-14 22:04:36,West Bengali,Halisahar,India
260,1,CHRISTY,VARGAS,CHRISTY.VARGAS@sakilacustomer.org,1,2006-02-14 22:04:36,Shanxi,Datong,China
261,1,DEANNA,BYRD,DEANNA.BYRD@sakilacustomer.org,1,2006-02-14 22:04:36,Cagayan Valley,Tuguegarao,Philippines
262,2,PATSY,DAVIDSON,PATSY.DAVIDSON@sakilacustomer.org,1,2006-02-14 22:04:36,Manab,Portoviejo,Ecuador
263,1,HILDA,HOPKINS,HILDA.HOPKINS@sakilacustomer.org,1,2006-02-14 22:04:36,National Capital Reg,Mandaluyong,Philippines
264,1,GWENDOLYN,MAY,GWENDOLYN.MAY@sakilacustomer.org,1,2006-02-14 22:04:36,Osaka,Higashiosaka,Japan
265,2,JENNIE,TERRY,JENNIE.TERRY@sakilacustomer.org,1,2006-02-14 22:04:36,Severn Morava,Olomouc,Czech Republic
266,2,NORA,HERRERA,NORA.HERRERA@sakilacustomer.org,1,2006-02-14 22:04:36,Salzburg,Salzburg,Austria
267,1,MARGIE,WADE,MARGIE.WADE@sakilacustomer.org,1,2006-02-14 22:04:36,Hunan,Lengshuijiang,China
268,1,NINA,SOTO,NINA.SOTO@sakilacustomer.org,1,2006-02-14 22:04:36,Kerala,Palghat (Palakkad),India
269,1,CASSANDRA,WALTERS,CASSANDRA.WALTERS@sakilacustomer.org,1,2006-02-14 22:04:36,California,Salinas,United States
270,1,LEAH,CURTIS,LEAH.CURTIS@sakilacustomer.org,1,2006-02-14 22:04:36,Wielkopolskie,Kalisz,Poland
271,1,PENNY,NEAL,PENNY.NEAL@sakilacustomer.org,0,2006-02-14 22:04:36,Tamil Nadu,Kumbakonam,India
272,1,KAY,CALDWELL,KAY.CALDWELL@sakilacustomer.org,1,2006-02-14 22:04:37,Shandong,Yantai,China
273,2,PRISCILLA,LOWE,PRISCILLA.LOWE@sakilacustomer.org,1,2006-02-14 22:04:37,Guanajuato,Salamanca,Mexico
274,1,NAOMI,JENNINGS,NAOMI.JENNINGS@sakilacustomer.org,1,2006-02-14 22:04:37,Haryana,Karnal,India
275,2,CAROLE,BARNETT,CAROLE.BARNETT@sakilacustomer.org,1,2006-02-14 22:04:37,Illinois,Peoria,United States
276,1,BRANDY,GRAVES,BRANDY.GRAVES@sakilacustomer.org,1,2006-02-14 22:04:37,Michigan,Warren,United States
277,2,OLGA,JIMENEZ,OLGA.JIMENEZ@sakilacustomer.org,1,2006-02-14 22:04:37,Oyo & Osun,Ogbomosho,Nigeria
278,2,BILLIE,HORTON,BILLIE.HORTON@sakilacustomer.org,1,2006-02-14 22:04:37,Bursa,Inegl,Turkey
279,2,DIANNE,SHELTON,DIANNE.SHELTON@sakilacustomer.org,1,2006-02-14 22:04:37,East Azerbaidzan,Tabriz,Iran
280,2,TRACEY,BARRETT,TRACEY.BARRETT@sakilacustomer.org,1,2006-02-14 22:04:37,Ondo & Ekiti,Owo,Nigeria
281,2,LEONA,OBRIEN,LEONA.OBRIEN@sakilacustomer.org,1,2006-02-14 22:04:37,Fujian,Fuzhou,China
282,2,JENNY,CASTRO,JENNY.CASTRO@sakilacustomer.org,1,2006-02-14 22:04:37,Ponce,Ponce,Puerto Rico
283,1,FELICIA,SUTTON,FELICIA.SUTTON@sakilacustomer.org,1,2006-02-14 22:04:37,Xinxiang,Korla,China
284,1,SONIA,GREGORY,SONIA.GREGORY@sakilacustomer.org,1,2006-02-14 22:04:37,Edo & Delta,Benin City,Nigeria
285,1,MIRIAM,MCKINNEY,MIRIAM.MCKINNEY@sakilacustomer.org,1,2006-02-14 22:04:37,Shiga,Otsu,Japan
286,1,VELMA,LUCAS,VELMA.LUCAS@sakilacustomer.org,1,2006-02-14 22:04:37,Oyo & Osun,Effon-Alaiye,Nigeria
287,2,BECKY,MILES,BECKY.MILES@sakilacustomer.org,1,2006-02-14 22:04:37,Tamil Nadu,Tambaram,India
288,1,BOBBIE,CRAIG,BOBBIE.CRAIG@sakilacustomer.org,1,2006-02-14 22:04:37,Guanajuato,Valle de Santiago,Mexico
289,1,VIOLET,RODRIQUEZ,VIOLET.RODRIQUEZ@sakilacustomer.org,1,2006-02-14 22:04:37,Kowloon and New Kowl,Kowloon and New Kowloon,Hong Kong
290,1,KRISTINA,CHAMBERS,KRISTINA.CHAMBERS@sakilacustomer.org,1,2006-02-14 22:04:37,Gurico,Valle de la Pascua,Venezuela
291,1,TONI,HOLT,TONI.HOLT@sakilacustomer.org,1,2006-02-14 22:04:37,Virginia,Roanoke,United States
292,2,MISTY,LAMBERT,MISTY.LAMBERT@sakilacustomer.org,1,2006-02-14 22:04:37,Sharja,Sharja,United Arab Emirates
293,2,MAE,FLETCHER,MAE.FLETCHER@sakilacustomer.org,1,2006-02-14 22:04:37,Baskimaa,Donostia-San Sebastin,Spain
294,2,SHELLY,WATTS,SHELLY.WATTS@sakilacustomer.org,1,2006-02-14 22:04:37,Ohio,Dayton,United States
295,1,DAISY,BATES,DAISY.BATES@sakilacustomer.org,1,2006-02-14 22:04:37,Pietari,Kolpino,Russian Federation
296,2,RAMONA,HALE,RAMONA.HALE@sakilacustomer.org,1,2006-02-14 22:04:37,Punjab,Patiala,India
297,1,SHERRI,RHODES,SHERRI.RHODES@sakilacustomer.org,1,2006-02-14 22:04:37,Maharashtra,Ahmadnagar,India
298,1,ERIKA,PENA,ERIKA.PENA@sakilacustomer.org,1,2006-02-14 22:04:37,Pohjois-Pohjanmaa,Oulu,Finland
299,2,JAMES,GANNON,JAMES.GANNON@sakilacustomer.org,1,2006-02-14 22:04:37,Hiroshima,Hiroshima,Japan
300,1,JOHN,FARNSWORTH,JOHN.FARNSWORTH@sakilacustomer.org,1,2006-02-14 22:04:37,Maharashtra,Parbhani,India
301,2,ROBERT,BAUGHMAN,ROBERT.BAUGHMAN@sakilacustomer.org,1,2006-02-14 22:04:37,Kaliningrad,Kaliningrad,Russian Federation
302,1,MICHAEL,SILVERMAN,MICHAEL.SILVERMAN@sakilacustomer.org,1,2006-02-14 22:04:37,Liaoning,Tiefa,China
303,2,WILLIAM,SATTERFIELD,WILLIAM.SATTERFIELD@sakilacustomer.org,1,2006-02-14 22:04:37,Sanaa,Sanaa,Yemen
304,2,DAVID,ROYAL,DAVID.ROYAL@sakilacustomer.org,1,2006-02-14 22:04:37,Callao,Callao,Peru
305,1,RICHARD,MCCRARY,RICHARD.MCCRARY@sakilacustomer.org,1,2006-02-14 22:04:37,Texas,Arlington,United States
306,1,CHARLES,KOWALSKI,CHARLES.KOWALSKI@sakilacustomer.org,1,2006-02-14 22:04:37,Kedah,Sungai Petani,Malaysia
307,2,JOSEPH,JOY,JOSEPH.JOY@sakilacustomer.org,1,2006-02-14 22:04:37,Rio de Janeiro,Angra dos Reis,Brazil
308,1,THOMAS,GRIGSBY,THOMAS.GRIGSBY@sakilacustomer.org,1,2006-02-14 22:04:37,Missouri,Kansas City,United States
309,1,CHRISTOPHER,GRECO,CHRISTOPHER.GRECO@sakilacustomer.org,1,2006-02-14 22:04:37,Lombardia,Brescia,Italy
310,2,DANIEL,CABRAL,DANIEL.CABRAL@sakilacustomer.org,1,2006-02-14 22:04:37,Minas Gerais,Ibirit,Brazil
311,2,PAUL,TROUT,PAUL.TROUT@sakilacustomer.org,1,2006-02-14 22:04:37,Kursk,Kursk,Russian Federation
312,2,MARK,RINEHART,MARK.RINEHART@sakilacustomer.org,1,2006-02-14 22:04:37,Tabuk,Tabuk,Saudi Arabia
313,2,DONALD,MAHON,DONALD.MAHON@sakilacustomer.org,1,2006-02-14 22:04:37,Hubei,Ezhou,China
314,1,GEORGE,LINTON,GEORGE.LINTON@sakilacustomer.org,1,2006-02-14 22:04:37,So Paulo,Sorocaba,Brazil
315,2,KENNETH,GOODEN,KENNETH.GOODEN@sakilacustomer.org,0,2006-02-14 22:04:37,Tel Aviv,Bat Yam,Israel
316,1,STEVEN,CURLEY,STEVEN.CURLEY@sakilacustomer.org,1,2006-02-14 22:04:37,Maharashtra,Miraj,India
317,2,EDWARD,BAUGH,EDWARD.BAUGH@sakilacustomer.org,1,2006-02-14 22:04:37,Streymoyar,Trshavn,Faroe Islands
318,1,BRIAN,WYMAN,BRIAN.WYMAN@sakilacustomer.org,1,2006-02-14 22:04:37,Kujawsko-Pomorskie,Bydgoszcz,Poland
319,2,RONALD,WEINER,RONALD.WEINER@sakilacustomer.org,1,2006-02-14 22:04:37,Mxico,San Felipe del Progreso,Mexico
320,2,ANTHONY,SCHWAB,ANTHONY.SCHWAB@sakilacustomer.org,1,2006-02-14 22:04:37,Tutuila,Tafuna,American Samoa
321,1,KEVIN,SCHULER,KEVIN.SCHULER@sakilacustomer.org,1,2006-02-14 22:04:37,Central,Birgunj,Nepal
322,1,JASON,MORRISSEY,JASON.MORRISSEY@sakilacustomer.org,1,2006-02-14 22:04:37,Buenos Aires,Baha Blanca,Argentina
323,2,MATTHEW,MAHAN,MATTHEW.MAHAN@sakilacustomer.org,1,2006-02-14 22:04:37,Morelos,Cuautla,Mexico
324,2,GARY,COY,GARY.COY@sakilacustomer.org,1,2006-02-14 22:04:37,Henan,Yuzhou,China
325,1,TIMOTHY,BUNN,TIMOTHY.BUNN@sakilacustomer.org,1,2006-02-14 22:04:37,Distrito Federal,Braslia,Brazil
326,1,JOSE,ANDREW,JOSE.ANDREW@sakilacustomer.org,1,2006-02-14 22:04:37,St George,Kingstown,Saint Vincent and the Grenadines
327,2,LARRY,THRASHER,LARRY.THRASHER@sakilacustomer.org,1,2006-02-14 22:04:37,Adana,Adana,Turkey
328,2,JEFFREY,SPEAR,JEFFREY.SPEAR@sakilacustomer.org,1,2006-02-14 22:04:37,West Java,Ciparay,Indonesia
329,2,FRANK,WAGGONER,FRANK.WAGGONER@sakilacustomer.org,1,2006-02-14 22:04:37,Dhaka,Jamalpur,Bangladesh
330,1,SCOTT,SHELLEY,SCOTT.SHELLEY@sakilacustomer.org,1,2006-02-14 22:04:37,Illinois,Aurora,United States
331,1,ERIC,ROBERT,ERIC.ROBERT@sakilacustomer.org,1,2006-02-14 22:04:37,Santa F,Santa F,Argentina
332,1,STEPHEN,QUALLS,STEPHEN.QUALLS@sakilacustomer.org,1,2006-02-14 22:04:37,Dhaka,Dhaka,Bangladesh
333,2,ANDREW,PURDY,ANDREW.PURDY@sakilacustomer.org,1,2006-02-14 22:04:37,Baki,Baku,Azerbaijan
334,2,RAYMOND,MCWHORTER,RAYMOND.MCWHORTER@sakilacustomer.org,1,2006-02-14 22:04:37,Sumqayit,Sumqayit,Azerbaijan
335,1,GREGORY,MAULDIN,GREGORY.MAULDIN@sakilacustomer.org,1,2006-02-14 22:04:37,Sousse,Sousse,Tunisia
336,1,JOSHUA,MARK,JOSHUA.MARK@sakilacustomer.org,1,2006-02-14 22:04:37,Uttar Pradesh,Rampur,India
337,1,JERRY,JORDON,JERRY.JORDON@sakilacustomer.org,1,2006-02-14 22:04:37,Hiroshima,Onomichi,Japan
338,1,DENNIS,GILMAN,DENNIS.GILMAN@sakilacustomer.org,1,2006-02-14 22:04:37,Western Cape,Paarl,South Africa
339,2,WALTER,PERRYMAN,WALTER.PERRYMAN@sakilacustomer.org,1,2006-02-14 22:04:37,Henan,Xinxiang,China
340,1,PATRICK,NEWSOM,PATRICK.NEWSOM@sakilacustomer.org,1,2006-02-14 22:04:37,Hanoi,Hanoi,Vietnam
341,1,PETER,MENARD,PETER.MENARD@sakilacustomer.org,1,2006-02-14 22:04:37,Gelderland,Ede,Netherlands
342,1,HAROLD,MARTINO,HAROLD.MARTINO@sakilacustomer.org,1,2006-02-14 22:04:37,Roraima,Boa Vista,Brazil
343,1,DOUGLAS,GRAF,DOUGLAS.GRAF@sakilacustomer.org,1,2006-02-14 22:04:37,Baja California,Mexicali,Mexico
344,1,HENRY,BILLINGSLEY,HENRY.BILLINGSLEY@sakilacustomer.org,1,2006-02-14 22:04:37,Tongatapu,Nukualofa,Tonga
345,1,CARL,ARTIS,CARL.ARTIS@sakilacustomer.org,1,2006-02-14 22:04:37,Central,San Lorenzo,Paraguay
346,1,ARTHUR,SIMPKINS,ARTHUR.SIMPKINS@sakilacustomer.org,1,2006-02-14 22:04:37,Adygea,Maikop,Russian Federation
347,2,RYAN,SALISBURY,RYAN.SALISBURY@sakilacustomer.org,1,2006-02-14 22:04:37,Daugavpils,Daugavpils,Latvia
348,2,ROGER,QUINTANILLA,ROGER.QUINTANILLA@sakilacustomer.org,1,2006-02-14 22:04:37,Taipei,Hsichuh,Taiwan
349,2,JOE,GILLILAND,JOE.GILLILAND@sakilacustomer.org,1,2006-02-14 22:04:37,Southern Tagalog,Imus,Philippines
350,1,JUAN,FRALEY,JUAN.FRALEY@sakilacustomer.org,1,2006-02-14 22:04:37,Tuvassia,Teboksary,Russian Federation
351,1,JACK,FOUST,JACK.FOUST@sakilacustomer.org,1,2006-02-14 22:04:37,Krasnojarsk,Zeleznogorsk,Russian Federation
352,1,ALBERT,CROUSE,ALBERT.CROUSE@sakilacustomer.org,1,2006-02-14 22:04:37,Nord-Ouest,Bamenda,Cameroon
353,1,JONATHAN,SCARBOROUGH,JONATHAN.SCARBOROUGH@sakilacustomer.org,1,2006-02-14 22:04:37,Hidalgo,Pachuca de Soto,Mexico
354,2,JUSTIN,NGO,JUSTIN.NGO@sakilacustomer.org,1,2006-02-14 22:04:37,So Paulo,Santo Andr,Brazil
355,2,TERRY,GRISSOM,TERRY.GRISSOM@sakilacustomer.org,1,2006-02-14 22:04:37,Shimane,Matsue,Japan
356,2,GERALD,FULTZ,GERALD.FULTZ@sakilacustomer.org,1,2006-02-14 22:04:37,Madhya Pradesh,Satna,India
357,1,KEITH,RICO,KEITH.RICO@sakilacustomer.org,1,2006-02-14 22:04:37,Bratislava,Bratislava,Slovakia
358,2,SAMUEL,MARLOW,SAMUEL.MARLOW@sakilacustomer.org,1,2006-02-14 22:04:37,Jharkhand,Ranchi,India
359,2,WILLIE,MARKHAM,WILLIE.MARKHAM@sakilacustomer.org,1,2006-02-14 22:04:37,Buenos Aires,Almirante Brown,Argentina
360,2,RALPH,MADRIGAL,RALPH.MADRIGAL@sakilacustomer.org,1,2006-02-14 22:04:37,Arecibo,Arecibo,Puerto Rico
361,2,LAWRENCE,LAWTON,LAWRENCE.LAWTON@sakilacustomer.org,1,2006-02-14 22:04:37,Centre,Yaound,Cameroon
362,1,NICHOLAS,BARFIELD,NICHOLAS.BARFIELD@sakilacustomer.org,1,2006-02-14 22:04:37,Par,Belm,Brazil
363,2,ROY,WHITING,ROY.WHITING@sakilacustomer.org,1,2006-02-14 22:04:37,Central,Nyeri,Kenya
364,1,BENJAMIN,VARNEY,BENJAMIN.VARNEY@sakilacustomer.org,1,2006-02-14 22:04:37,Jalisco,Guadalajara,Mexico
365,2,BRUCE,SCHWARZ,BRUCE.SCHWARZ@sakilacustomer.org,1,2006-02-14 22:04:37,Okinawa,Okinawa,Japan
366,1,BRANDON,HUEY,BRANDON.HUEY@sakilacustomer.org,1,2006-02-14 22:04:37,Balikesir,Balikesir,Turkey
367,1,ADAM,GOOCH,ADAM.GOOCH@sakilacustomer.org,1,2006-02-14 22:04:37,Andhra Pradesh,Adoni,India
368,1,HARRY,ARCE,HARRY.ARCE@sakilacustomer.org,0,2006-02-14 22:04:37,Esfahan,Najafabad,Iran
369,2,FRED,WHEAT,FRED.WHEAT@sakilacustomer.org,1,2006-02-14 22:04:37,Chihuahua,Jurez,Mexico
370,2,WAYNE,TRUONG,WAYNE.TRUONG@sakilacustomer.org,1,2006-02-14 22:04:37,Karnataka,Gulbarga,India
371,1,BILLY,POULIN,BILLY.POULIN@sakilacustomer.org,1,2006-02-14 22:04:37,Southern Tagalog,Cabuyao,Philippines
372,2,STEVE,MACKENZIE,STEVE.MACKENZIE@sakilacustomer.org,1,2006-02-14 22:04:37,East Java,Probolinggo,Indonesia
373,1,LOUIS,LEONE,LOUIS.LEONE@sakilacustomer.org,1,2006-02-14 22:04:37,Southern Tagalog,Tanauan,Philippines
374,2,JEREMY,HURTADO,JEREMY.HURTADO@sakilacustomer.org,1,2006-02-14 22:04:37,Pernambuco,Vitria de Santo Anto,Brazil
375,2,AARON,SELBY,AARON.SELBY@sakilacustomer.org,1,2006-02-14 22:04:37,East Kasai,Mwene-Ditu,"Congo, The Democratic Republic of the"
376,1,RANDY,GAITHER,RANDY.GAITHER@sakilacustomer.org,1,2006-02-14 22:04:37,Kurgan,Kurgan,Russian Federation
377,1,HOWARD,FORTNER,HOWARD.FORTNER@sakilacustomer.org,1,2006-02-14 22:04:37,Kermanshah,Kermanshah,Iran
378,1,EUGENE,CULPEPPER,EUGENE.CULPEPPER@sakilacustomer.org,1,2006-02-14 22:04:37,Guangdong,Shenzhen,China
379,1,CARLOS,COUGHLIN,CARLOS.COUGHLIN@sakilacustomer.org,1,2006-02-14 22:04:37,Gujarat,Bhavnagar,India
380,1,RUSSELL,BRINSON,RUSSELL.BRINSON@sakilacustomer.org,1,2006-02-14 22:04:37,Slaskie,Tychy,Poland
381,2,BOBBY,BOUDREAU,BOBBY.BOUDREAU@sakilacustomer.org,1,2006-02-14 22:04:37,,South Hill,Anguilla
382,2,VICTOR,BARKLEY,VICTOR.BARKLEY@sakilacustomer.org,1,2006-02-14 22:04:37,New Hampshire,Manchester,United States
383,1,MARTIN,BALES,MARTIN.BALES@sakilacustomer.org,1,2006-02-14 22:04:37,Namibe,Namibe,Angola
384,2,ERNEST,STEPP,ERNEST.STEPP@sakilacustomer.org,1,2006-02-14 22:04:37,Jiangsu,Huaian,China
385,1,PHILLIP,HOLM,PHILLIP.HOLM@sakilacustomer.org,1,2006-02-14 22:04:37,Ibaragi,Tama,Japan
386,1,TODD,TAN,TODD.TAN@sakilacustomer.org,1,2006-02-14 22:04:37,Hmelnytskyi,Kamjanets-Podilskyi,Ukraine
387,2,JESSE,SCHILLING,JESSE.SCHILLING@sakilacustomer.org,1,2006-02-14 22:04:37,Shaba,Lubumbashi,"Congo, The Democratic Republic of the"
388,2,CRAIG,MORRELL,CRAIG.MORRELL@sakilacustomer.org,1,2006-02-14 22:04:37,Southern Tagalog,Cavite,Philippines
389,1,ALAN,KAHN,ALAN.KAHN@sakilacustomer.org,1,2006-02-14 22:04:37,Sichuan,Emeishan,China
390,1,SHAWN,HEATON,SHAWN.HEATON@sakilacustomer.org,1,2006-02-14 22:04:37,Nakhon Sawan,Nakhon Sawan,Thailand
391,1,CLARENCE,GAMEZ,CLARENCE.GAMEZ@sakilacustomer.org,1,2006-02-14 22:04:37,Osaka,Izumisano,Japan
392,2,SEAN,DOUGLASS,SEAN.DOUGLASS@sakilacustomer.org,1,2006-02-14 22:04:37,Addis Abeba,Addis Abeba,Ethiopia
393,1,PHILIP,CAUSEY,PHILIP.CAUSEY@sakilacustomer.org,1,2006-02-14 22:04:37,Moskova,Korolev,Russian Federation
394,2,CHRIS,BROTHERS,CHRIS.BROTHERS@sakilacustomer.org,1,2006-02-14 22:04:37,Asturia,Gijn,Spain
395,2,JOHNNY,TURPIN,JOHNNY.TURPIN@sakilacustomer.org,1,2006-02-14 22:04:37,al-Qadarif,al-Qadarif,Sudan
396,1,EARL,SHANKS,EARL.SHANKS@sakilacustomer.org,1,2006-02-14 22:04:37,Saitama,Iwatsuki,Japan
